age,salary,experience,education_level,city_tier,purchased
59,82985,14,2,1,1
46,54592,15,2,1,0
32,64845,12,1,2,1
46,35930,6,1,1,0
21,143187,14,2,3,1
35,130853,2,0,2,0
56,128417,11,0,2,1
33,133436,7,1,1,1
28,127126,11,1,3,1
31,41159,17,1,1,0
20,115072,2,2,3,0
59,109788,11,2,1,1
55,44003,1,1,3,0
59,125722,13,0,3,1
35,55139,13,1,3,0
37,125372,3,1,2,1
42,72452,16,0,1,1
55,42205,14,0,1,0
30,116059,15,0,1,1
21,76955,4,0,2,1
31,130163,16,2,3,1
50,27464,6,2,2,0
45,102646,14,1,2,1
54,131852,16,2,3,1
25,92657,11,1,1,1
51,29840,10,1,2,0
22,122616,18,0,3,1
22,60768,10,0,3,1
48,29461,1,2,1,0
26,40927,14,2,3,0
59,109934,4,2,3,1
49,118622,17,2,3,1
50,35329,15,0,1,0
20,35791,3,0,1,0
47,72627,9,2,3,1
29,148885,1,1,3,0
46,34372,14,0,1,0
20,134239,3,0,1,1
43,112890,15,0,1,1
47,68469,6,0,2,1
26,129554,11,2,1,1
43,107073,2,2,3,0
19,138822,16,1,1,1
20,54370,8,0,3,0
21,71408,7,2,3,1
42,110941,5,2,3,1
30,127351,14,0,1,1
56,43703,9,2,1,0
52,35234,5,2,1,0
40,27532,14,2,1,0
26,125670,13,1,1,1
19,55416,18,2,2,0
58,92439,12,0,1,1
48,38242,13,0,2,0
19,70254,2,0,3,0
49,99324,3,2,3,1
35,55249,13,1,3,0
30,120124,13,2,3,1
22,115049,7,0,2,1
59,128575,9,1,2,1
27,105078,8,1,3,1
42,52294,13,2,1,0
51,79784,7,0,3,1
54,23684,10,2,3,0
47,43795,9,0,2,0
24,144135,17,1,3,1
23,80301,3,2,2,1
20,89187,3,1,2,1
30,30431,11,0,3,0
20,95667,17,1,1,1
43,109627,7,1,2,1
41,110381,2,1,2,0
23,110027,17,2,2,1
59,141569,6,0,3,1
29,75372,0,1,3,0
53,90366,12,1,2,1
19,114176,2,1,1,0
28,139667,2,1,3,0
56,92870,14,0,1,1
51,67387,18,0,1,1
43,72927,3,2,3,1
35,29304,12,0,2,0
38,133183,12,0,1,1
53,37032,14,1,2,0
57,111291,18,2,1,1
39,132889,15,2,2,1
47,79486,6,1,3,1
47,85552,2,2,1,0
25,93844,19,0,1,1
51,49654,1,2,1,0
26,59244,17,1,2,0
37,25942,10,2,1,0
57,70697,0,2,1,0
42,146031,15,2,2,1
36,22693,16,1,2,0
22,76751,15,0,3,1
28,101098,9,2,2,1
32,138777,16,0,1,1
25,26259,2,0,1,0
36,139746,17,0,3,1
40,133883,18,2,3,1
44,127772,13,0,1,1
57,137928,1,2,2,0
49,24942,11,2,1,0
43,67419,10,2,3,1
44,122092,16,0,1,1
36,76105,5,2,1,1
59,85907,18,1,1,1
46,47383,12,1,3,0
56,43404,6,1,3,0
58,92656,10,2,3,1
50,25702,6,1,2,0
36,93883,12,2,3,1
54,120965,12,2,2,1
36,76332,0,2,2,0
50,59419,18,0,3,0
33,110576,18,1,2,1
40,123182,14,2,2,1
24,131395,13,1,1,1
43,122619,2,1,2,0
49,108078,19,0,2,1
29,128269,3,1,3,1
25,93844,6,2,1,1
22,59242,0,2,2,0
59,144983,18,1,2,1
45,54142,2,1,2,0
22,129699,19,0,3,1
43,116226,14,2,3,1
22,27393,12,1,1,0
39,89939,13,1,2,1
32,89082,6,2,1,1
30,122281,0,1,3,0
45,48893,12,0,2,0
50,29388,3,1,2,0
40,138099,11,1,1,1
50,127292,6,0,2,1
35,82969,1,0,3,0
47,56660,16,0,1,0
43,109244,0,2,1,0
33,44726,13,1,2,0
30,99544,0,1,3,0
56,121553,2,0,2,0
50,82996,10,2,1,1
43,20111,6,0,1,0
18,135370,8,1,3,1
55,37545,2,2,1,0
19,60168,0,2,3,0
23,22379,18,1,2,0
55,115773,1,2,3,0
59,131484,4,2,2,1
41,107346,16,0,2,1
35,61120,18,2,1,1
44,37809,4,0,2,0
58,72813,13,2,1,1
25,94005,9,0,3,1
45,47967,6,0,3,0
27,29748,7,2,2,0
34,43424,7,0,3,0
46,106512,6,1,2,1
23,43914,12,1,3,0
31,115603,13,2,2,1
39,128411,18,2,2,1
23,98478,10,2,3,1
43,39491,1,1,3,0
56,69454,16,2,3,1
29,90069,5,2,3,1
52,71925,8,0,2,1
31,109119,18,2,2,1
39,57049,4,1,3,0
40,47821,8,1,3,0
24,115797,6,2,1,1
57,123072,3,1,2,1
42,49945,17,0,2,0
30,37384,17,0,3,0
38,48410,19,2,1,0
58,97734,16,2,3,1
27,83766,3,0,2,1
26,114890,15,0,2,1
32,136406,4,2,1,1
19,27169,8,1,3,0
42,60129,1,2,1,0
30,117445,1,2,3,0
51,23830,3,2,1,0
51,76306,19,2,3,1
52,106940,19,2,3,1
55,85267,16,2,3,1
20,47757,19,2,2,0
59,83867,18,1,3,1
23,55650,2,2,2,0
36,53766,4,0,1,0
20,101478,9,2,3,1
35,52419,5,1,2,0
56,36668,2,0,1,0
26,36246,16,2,3,0
29,44996,9,2,1,0
22,71312,11,0,2,1
20,23065,0,2,2,0
28,30467,17,1,3,0
47,70646,18,2,2,1
21,130380,19,1,2,1
22,41007,3,2,1,0
18,88079,14,0,3,1
44,48702,8,1,3,0
45,114369,5,2,3,1
46,95569,11,2,1,1
35,73952,17,0,2,1
29,78065,14,0,3,1
30,54169,18,1,3,0
58,36829,8,1,1,0
19,80135,12,1,1,1
54,24522,15,2,3,0
33,105687,12,2,3,1
41,55319,0,1,1,0
52,140334,17,2,1,1
39,46543,2,0,1,0
53,138576,16,2,1,1
28,123120,4,1,2,1
46,137419,5,2,2,1
52,50473,16,0,3,0
32,27699,16,1,2,0
48,88165,0,1,1,0
59,60455,6,1,3,1
58,95692,15,1,1,1
33,37441,4,2,2,0
27,50716,15,0,1,0
49,82175,3,2,3,1
19,26834,10,2,2,0
41,143637,13,1,3,1
40,38179,12,0,2,0
19,46219,7,2,1,0
55,123153,19,0,3,1
48,35782,14,0,2,0
57,101363,17,0,2,1
43,142903,6,0,2,1
46,94967,18,2,2,1
20,122454,8,0,1,1
31,129593,10,2,1,1
42,29496,9,0,2,0
18,108867,13,0,1,1
20,59238,15,2,1,0
43,66025,7,1,2,1
35,149209,0,2,1,0
26,79886,11,0,3,1
55,43563,2,2,3,0
40,23712,1,0,1,0
38,114067,15,2,2,1
18,65489,3,2,3,1
38,52664,1,2,1,0
44,130799,11,1,1,1
59,32420,16,2,2,0
23,74610,19,2,2,1
53,25315,9,1,1,0
45,90917,19,1,2,1
34,95033,7,0,3,1
57,114576,17,0,3,1
20,137862,17,2,1,1
29,117911,17,0,1,1
56,99030,1,2,2,0
29,83910,11,1,3,1
19,117288,9,1,2,1
39,80972,7,2,1,1
40,141075,18,0,1,1
47,110893,9,0,1,1
22,75919,10,0,1,1
26,102486,13,2,1,1
38,101288,14,0,1,1
28,122926,9,1,2,1
22,24132,3,1,2,0
52,147153,6,1,2,1
44,61598,10,1,3,1
19,113812,2,1,2,0
41,125299,4,1,1,1
48,40551,1,1,2,0
50,112511,11,1,2,1
56,88206,4,1,3,1
47,94900,6,2,1,1
54,46296,3,2,3,0
45,110216,10,1,3,1
48,38066,8,1,3,0
28,48892,3,1,2,0
40,95577,8,0,1,1
19,94590,11,2,1,1
57,97173,15,1,3,1
58,96293,0,2,1,0
44,84771,7,1,1,1
52,126794,0,0,3,0
19,47484,19,1,2,0
56,97865,18,2,3,1
54,119074,3,2,3,1
38,149920,13,2,2,1
22,47115,13,2,2,0
38,46038,8,1,2,0
46,56622,8,0,2,0
37,55886,16,0,3,0
55,71284,14,1,2,1
37,29901,9,1,1,0
42,76377,16,2,3,1
19,102910,8,1,3,1
49,69862,3,0,2,1
43,138992,13,1,2,1
23,140055,2,1,1,0
58,131826,11,0,2,1
20,52806,0,0,3,0
50,37659,0,1,2,0
18,134306,12,2,1,1
22,43453,13,2,3,0
30,50498,15,2,3,0
36,90393,6,0,2,1
29,36312,9,0,1,0
42,21436,14,2,1,0
52,47569,7,1,2,0
29,78813,10,1,3,1
47,136787,13,1,3,1
22,110485,12,0,3,1
51,93229,12,0,2,1
39,65986,8,2,3,1
56,122555,16,1,3,1
30,73177,17,0,2,1
20,148541,18,0,3,1
37,29305,12,2,2,0
48,52646,11,1,1,0
22,112838,19,0,1,1
41,96126,19,0,2,1
57,140900,7,0,2,1
50,137922,10,0,2,1
25,144145,6,1,3,1
41,60430,0,2,3,0
37,142238,9,1,2,1
33,88659,14,2,2,1
29,135341,3,0,3,1
30,24158,0,1,3,0
59,94236,10,2,2,1
56,96067,4,2,3,1
42,47738,18,0,3,0
49,29879,18,2,1,0
41,25543,3,2,2,0
26,132284,1,2,2,0
57,67924,6,0,3,1
40,62348,12,1,1,1
30,104117,19,0,2,1
49,56679,11,2,2,0
32,99118,1,2,3,0
53,63888,8,1,2,1
22,50276,15,2,3,0
39,123539,7,1,1,1
33,24799,17,2,1,0
58,110627,3,2,2,1
27,113770,10,0,3,1
41,132529,16,0,1,1
35,144713,7,1,2,1
35,140048,18,0,2,1
24,110141,7,1,2,1
21,80558,5,0,3,1
43,135013,1,1,3,0
22,56534,14,2,1,0
33,51668,0,1,3,0
52,24111,5,0,3,0
43,44686,18,1,2,0
35,92551,3,0,2,1
46,92392,12,2,1,1
40,36490,14,0,2,0
31,55194,8,2,2,0
32,34497,2,2,2,0
50,139066,1,0,3,0
42,73516,15,2,2,1
38,137219,17,0,1,1
34,108730,17,1,1,1
40,64104,5,2,2,1
34,25316,17,1,2,0
31,58130,10,1,1,0
46,90229,6,0,3,1
37,127294,13,0,2,1
47,49954,17,2,1,0
36,133437,6,0,3,1
56,41652,9,1,1,0
30,34178,7,1,3,0
35,128933,13,1,1,1
40,71163,17,2,1,1
50,34751,4,0,3,0
56,85961,13,1,2,1
57,23044,9,2,1,0
35,83165,14,0,2,1
26,31480,5,0,1,0
50,85439,8,1,3,1
49,63874,9,2,2,1
34,124533,16,1,3,1
36,86775,0,1,3,0
44,26566,13,2,2,0
23,105311,3,1,2,1
52,122517,1,2,2,0
54,73149,2,2,3,0
51,23006,6,1,3,0
37,92561,13,1,3,1
42,39423,11,0,2,0
21,124862,18,0,1,1
27,110710,17,2,2,1
27,112199,14,2,1,1
41,53952,0,2,3,0
38,47326,2,0,1,0
28,137272,14,1,2,1
44,51139,3,1,2,0
33,82103,14,0,2,1
43,132734,9,1,1,1
47,80857,5,1,2,1
33,93638,12,1,1,1
24,132173,6,0,3,1
33,92652,0,2,1,0
52,32937,10,1,3,0
33,146934,13,1,1,1
57,50161,5,2,3,0
29,24383,4,1,2,0
52,105856,18,1,1,1
38,136387,18,2,3,1
53,90043,12,0,2,1
34,34735,6,0,2,0
49,79919,7,1,3,1
58,115249,13,1,3,1
23,102055,18,2,1,1
41,87561,18,2,3,1
44,105455,11,1,3,1
37,57622,8,1,2,0
42,58135,13,0,3,0
19,55658,5,0,3,0
26,104677,14,0,3,1
45,49696,12,0,2,0
55,23773,6,2,2,0
20,44956,10,0,2,0
37,141340,9,0,2,1
23,35819,0,1,1,0
56,21528,6,0,2,0
50,147781,17,1,2,1
18,106491,2,1,1,0
54,64588,8,0,1,1
23,90585,4,0,1,1
51,119152,12,1,3,1
32,147872,15,2,2,1
43,40511,15,1,3,0
31,30119,11,2,1,0
24,95893,17,2,1,1
48,36167,10,0,1,0
41,76503,16,0,1,1
48,130782,6,0,3,1
46,140554,14,0,1,1
59,107789,5,1,2,1
49,54889,5,2,2,0
34,65678,17,1,2,1
31,115334,18,2,3,1
57,80262,19,1,1,1
53,24681,18,2,3,0
41,100291,1,0,2,0
44,86008,2,2,1,0
42,136475,13,0,3,1
49,118417,3,2,1,1
35,33690,16,1,1,0
35,45912,5,2,3,0
54,26473,18,1,2,0
43,61298,8,1,3,1
26,38669,3,0,3,0
52,119500,6,2,2,1
25,101998,3,1,3,1
37,40943,10,2,1,0
59,58785,1,0,2,0
39,120956,9,0,3,1
36,83427,5,2,1,1
47,82001,7,1,2,1
45,81724,14,1,3,1
52,139006,12,1,2,1
28,30832,1,2,1,0
48,25385,19,1,1,0
56,115898,0,1,2,0
53,34708,14,1,1,0
47,78600,6,0,1,1
40,43438,17,1,2,0
36,102747,9,2,2,1
29,100107,14,2,3,1
32,80062,4,1,3,1
48,85428,10,2,2,1
54,106843,7,2,1,1
54,31002,7,1,1,0
32,56153,5,0,2,0
46,42440,14,1,2,0
43,87501,14,2,2,1
19,52556,4,2,1,0
37,87963,12,1,3,1
32,121145,13,2,3,1
21,110725,10,0,1,1
39,110674,19,1,3,1
55,26563,11,2,2,0
40,99923,19,0,2,1
43,25840,0,2,1,0
28,35154,2,0,1,0
45,44194,7,2,2,0
19,85020,11,1,2,1
25,66861,14,2,1,1
46,42448,2,1,1,0
28,116460,7,0,2,1
54,43528,18,0,2,0
35,49402,19,2,3,0
31,24352,5,1,3,0
27,20184,17,1,2,0
52,30384,10,0,1,0
26,34319,11,0,3,0
52,140497,1,2,3,0
28,40449,4,0,2,0
29,76333,3,0,1,1
20,61205,8,1,1,1
56,146966,12,1,2,1
31,30426,12,1,1,0
45,27504,14,0,2,0
28,76578,1,2,1,0
56,78209,12,2,2,1
42,136775,6,0,1,1
38,53368,16,2,2,0
27,126108,7,0,2,1
32,131553,17,2,1,1
36,123841,14,0,2,1
39,72185,14,1,3,1
38,117630,4,2,1,1
49,136744,1,1,2,0
40,100221,15,1,1,1
30,145011,4,2,1,1
22,28724,5,0,2,0
21,25084,11,1,3,0
45,54810,4,1,1,0
31,142648,19,0,3,1
25,102277,7,0,3,1
26,102297,10,2,2,1
52,145099,13,2,2,1
54,98872,16,0,1,1
38,40872,9,1,2,0
35,98950,1,0,1,0
50,90333,2,2,1,0
25,88843,12,1,3,1
34,132025,16,1,2,1
48,118104,2,2,2,0
51,22596,9,1,1,0
23,37167,7,0,3,0
39,107844,3,2,2,1
31,137067,12,1,3,1
20,109751,6,2,3,1
29,149817,6,1,1,1
53,97331,15,0,2,1
29,100520,4,2,2,1
19,78326,16,1,2,1
19,97670,9,0,3,1
32,30782,3,0,2,0
40,62002,13,0,1,1
46,107187,4,1,3,1
34,44022,1,1,2,0
49,104458,13,0,3,1
24,34618,17,0,3,0
47,37245,10,0,3,0
45,103796,15,0,1,1
31,30027,17,0,2,0
47,33986,15,1,2,0
34,130704,3,2,3,1
49,23526,0,2,2,0
23,111797,13,2,3,1
41,64361,11,1,3,1
23,87158,9,2,3,1
44,58286,18,2,1,0
35,49533,3,2,2,0
41,120961,19,2,3,1
54,38316,2,0,2,0
41,28699,3,1,1,0
55,99491,14,2,1,1
51,147441,10,0,3,1
57,117079,15,2,1,1
32,138166,3,2,1,1
28,120960,5,2,1,1
39,78465,7,2,1,1
41,36673,12,2,1,0
18,43395,19,0,1,0
35,124162,3,2,2,1
29,43707,4,0,1,0
45,104749,9,2,2,1
57,95937,4,1,3,1
24,149647,11,0,1,1
40,140650,0,2,1,0
38,106732,9,0,2,1
51,76416,4,2,1,1
28,111512,18,2,2,1
39,28758,18,0,2,0
59,87009,19,2,1,1
52,33281,11,2,3,0
46,148116,15,2,3,1
59,134268,4,2,3,1
45,52548,16,2,2,0
35,38371,13,2,2,0
31,113899,11,0,1,1
35,97593,12,1,2,1
45,125977,13,2,3,1
41,39644,4,0,1,0
25,113659,4,1,3,1
59,43874,17,0,1,0
25,108659,13,1,3,1
21,34281,17,1,1,0
44,88787,19,1,3,1
53,42289,0,0,2,0
22,139988,6,1,3,1
50,25054,16,2,1,0
51,120020,2,2,3,0
47,127508,9,1,2,1
25,132410,6,1,1,1
56,86846,11,2,2,1
43,114682,14,0,3,1
54,69769,15,0,1,1
51,49312,7,2,3,0
24,116517,5,0,1,1
57,134186,3,0,2,1
45,24257,10,1,2,0
56,35846,16,0,2,0
56,42483,1,2,3,0
45,46558,5,0,1,0
31,63188,3,1,2,1
55,33012,2,2,3,0
21,53236,6,2,3,0
59,124209,6,2,1,1
35,65076,15,1,2,1
42,68402,1,2,3,0
24,114467,7,1,2,1
55,52076,14,1,1,0
45,100337,15,0,2,1
22,135827,0,2,2,0
20,95164,9,0,3,1
48,94264,6,0,3,1
59,37335,15,1,1,0
37,142700,9,0,1,1
36,63773,11,0,1,1
28,72158,16,0,3,1
57,48570,12,2,1,0
20,107995,11,0,1,1
40,60658,14,1,3,1
24,79184,13,2,1,1
40,140640,18,1,3,1
24,92613,18,2,1,1
51,78194,13,2,3,1
59,87507,17,2,2,1
36,131872,4,1,3,1
26,53959,19,0,3,0
35,73072,5,2,3,1
58,65588,17,1,1,1
59,60533,13,2,3,1
42,128558,3,0,3,1
31,140881,0,2,1,0
42,88582,12,1,2,1
36,81743,10,2,3,1
56,64518,2,1,1,0
32,32703,16,0,2,0
33,69456,17,0,3,1
44,75491,9,2,2,1
57,28043,15,0,3,0
27,123212,12,1,3,1
21,145727,19,2,2,1
36,128931,11,1,2,1
45,88340,3,2,2,1
38,30176,7,1,3,0
31,23936,11,2,3,0
50,51174,18,1,1,0
27,102632,14,1,1,1
36,108768,15,2,1,1
47,145775,11,1,3,1
39,128177,19,0,2,1
20,45909,17,1,1,0
54,64158,11,2,3,1
58,28366,15,0,2,0
35,105125,19,0,1,1
28,74337,10,1,2,1
19,144296,19,1,2,1
29,79331,13,1,1,1
23,132918,1,0,1,0
57,82197,12,0,3,1
46,92042,13,0,2,1
47,70924,5,2,1,1
19,48842,11,2,1,0
26,37458,6,1,2,0
19,107367,3,2,2,1
46,85382,6,2,2,1
50,147640,12,1,1,1
27,94319,10,1,1,1
51,31170,7,0,3,0
25,139952,18,0,2,1
54,100145,1,1,1,0
50,125626,17,1,1,1
23,64942,9,2,2,1
57,108571,5,2,1,1
36,36208,3,2,2,0
49,55178,18,1,1,0
44,99172,13,1,2,1
18,29039,13,0,2,0
50,34990,17,2,1,0
57,26441,16,0,2,0
49,94221,17,1,3,1
22,143425,17,2,3,1
34,149327,4,0,2,1
25,99314,8,1,3,1
59,65959,0,0,1,0
51,46862,3,2,1,0
26,47273,6,0,2,0
40,113949,10,0,1,1
52,62500,13,1,1,1
24,143763,9,2,3,1
32,23956,18,0,1,0
37,92089,7,1,1,1
42,108789,2,2,3,0
20,109451,7,1,2,1
41,137782,17,2,2,1
51,22365,4,1,3,0
39,92204,19,1,3,1
28,25000,10,1,1,0
25,77072,8,0,1,1
56,72499,18,0,2,1
52,145951,11,1,2,1
55,89211,4,2,3,1
25,32907,15,1,1,0
54,37336,12,0,3,0
44,105220,5,2,2,1
45,113847,15,0,2,1
57,72331,17,1,3,1
51,100672,16,0,1,1
49,129459,11,0,1,1
32,97755,0,0,3,0
34,88783,6,1,2,1
50,89951,13,0,3,1
33,72509,17,1,3,1
46,147851,0,1,1,0
26,26472,19,0,2,0
50,42380,9,2,2,0
46,123152,14,0,1,1
30,47280,10,0,2,0
38,41859,3,0,2,0
38,119341,14,2,1,1
22,68402,15,2,2,1
27,28262,14,1,2,0
23,31066,16,2,3,0
30,35554,10,2,2,0
18,27008,17,0,3,0
37,107851,15,1,3,1
25,100799,14,1,3,1
27,36238,10,2,1,0
26,123946,12,2,1,1
58,102025,17,0,2,1
20,37153,7,2,3,0
28,79353,8,2,2,1
29,72092,10,1,2,1
27,132835,16,2,2,1
42,63152,0,0,2,0
42,69104,10,1,2,1
28,44283,6,1,3,0
53,66429,7,2,3,1
56,97223,18,0,3,1
43,108534,3,1,3,1
31,74957,3,0,1,1
56,48887,18,0,3,0
57,66172,8,2,3,1
18,24355,16,0,3,0
21,53701,17,1,1,0
47,61534,0,2,2,0
29,140348,13,1,1,1
52,91442,3,0,3,1
30,81274,9,0,3,1
48,98108,13,2,1,1
55,32279,6,2,2,0
40,63491,11,1,1,1
21,140738,15,1,1,1
33,96147,4,0,3,1
24,28261,10,2,1,0
39,24474,3,0,1,0
46,111414,12,0,1,1
28,48390,7,1,1,0
50,46925,6,1,1,0
46,102174,10,1,1,1
56,79051,10,2,3,1
29,109007,16,1,3,1
24,24787,13,2,3,0
56,131879,1,0,3,0
59,93398,19,2,1,1
43,78177,7,1,1,1
57,63724,1,2,1,0
26,30663,14,2,1,0
58,36120,4,1,3,0
51,42740,5,1,3,0
30,122046,16,0,1,1
53,22035,7,2,1,0
42,120271,18,0,1,1
41,77443,4,0,1,1
34,87388,18,2,2,1
19,72335,13,0,2,1
30,63315,9,2,2,1
48,84165,12,0,2,1
46,124922,4,0,1,1
45,66627,6,2,1,1
44,28303,9,1,1,0
32,129654,10,2,2,1
48,69334,2,1,2,0
57,75892,12,2,1,1
32,81196,1,2,2,0
50,85700,3,1,3,1
37,59726,2,1,2,0
59,120441,14,2,2,1
29,95751,3,2,2,1
54,69606,3,2,2,1
26,136973,14,1,1,1
40,50694,5,2,3,0
25,51253,4,1,1,0
49,44230,11,0,2,0
31,73974,6,1,2,1
44,83545,2,0,2,0
42,36925,6,2,2,0
30,26033,11,2,2,0
38,82461,14,1,3,1
48,22665,18,0,1,0
54,47025,5,2,2,0
22,43533,7,2,3,0
30,65897,5,0,1,1
45,140486,2,2,1,0
42,97661,4,2,1,1
52,140473,8,1,2,1
56,145766,15,2,2,1
24,40998,15,0,3,0
55,138980,8,2,3,1
49,81248,17,1,1,1
20,124493,12,2,2,1
56,43057,10,0,1,0
54,99244,9,2,1,1
39,103608,9,0,3,1
25,90631,5,1,2,1
34,117031,15,2,3,1
44,132713,11,2,2,1
50,125887,3,1,1,1
34,142512,4,0,1,1
59,87173,1,0,1,0
29,100206,18,2,2,1
44,58734,0,0,1,0
25,82072,3,0,2,1
40,84175,11,2,2,1
59,122974,1,0,3,0
46,83783,11,0,1,1
37,114194,15,2,3,1
33,90739,1,2,2,0
34,107054,16,0,1,1
33,71042,1,2,1,0
36,72357,3,0,2,1
25,28669,5,0,1,0
55,133272,6,0,2,1
55,87902,14,0,1,1
46,142247,19,2,1,1
58,38910,11,2,2,0
53,76959,4,1,3,1
43,116623,13,2,2,1
48,20366,15,1,1,0
29,68415,10,0,2,1
34,144716,11,2,2,1
32,141209,18,0,2,1
26,29907,16,1,1,0
56,124910,6,2,3,1
59,115825,8,2,3,1
29,52780,13,2,1,0
49,77879,19,2,3,1
42,105159,11,0,2,1
56,55085,14,2,2,0
35,85499,11,1,3,1
32,40426,12,2,3,0
49,68197,8,1,3,1
23,27485,6,1,2,0
52,69527,0,0,2,0
51,84600,9,2,1,1
55,144604,5,1,1,1
22,118560,14,2,2,1
35,145144,14,0,2,1
33,135137,8,0,1,1
25,111005,12,2,1,1
42,101439,0,1,2,0
49,88748,8,0,3,1
43,78528,2,1,2,0
39,124479,8,1,3,1
48,140631,19,2,2,1
27,47799,14,0,1,0
29,142714,6,2,1,1
45,66339,3,2,1,1
23,36087,19,2,2,0
37,27446,16,1,2,0
22,70460,3,2,2,1
40,114817,18,0,3,1
26,78260,4,1,2,1
46,34877,15,2,3,0
33,148601,2,0,3,0
39,44723,10,2,3,0
25,32943,14,2,1,0
37,30306,18,2,3,0
31,56784,13,1,3,0
56,138628,15,2,1,1
54,141401,5,0,3,1
51,40455,4,2,2,0
28,110027,16,2,2,1
57,91448,15,1,1,1
50,49974,1,2,1,0
48,47371,10,0,3,0
51,118746,3,0,3,1
24,121248,5,2,3,1
40,23936,6,0,1,0
24,53166,16,0,3,0
42,45727,7,2,2,0
20,134000,0,0,2,0
55,83969,14,0,3,1
37,48368,19,2,1,0
51,88531,11,1,2,1
47,59097,14,1,1,0
34,54984,14,2,2,0
27,70859,8,1,3,1
52,64291,15,1,3,1
37,85228,1,1,1,0
35,112099,14,1,3,1
44,42150,14,2,1,0
53,42061,6,1,1,0
40,49178,12,1,2,0
49,120872,16,2,2,1
27,76790,10,2,3,1
28,85696,9,1,1,1
55,35648,0,0,2,0
23,81779,13,2,3,1
58,126371,4,2,3,1
51,56672,7,1,2,0
53,89109,0,0,3,0
54,80521,6,2,2,1
34,54593,1,2,1,0
57,33786,6,2,3,0
57,114036,6,0,1,1
29,29815,8,2,2,0
38,41966,3,2,1,0
57,33794,6,0,2,0
36,51423,19,2,3,0
20,119480,17,0,3,1
35,41302,12,0,3,0
36,81064,10,0,1,1
23,106800,8,1,1,1
33,105140,13,2,1,1
25,47835,7,2,2,0
35,93356,13,2,3,1
56,69282,16,0,1,1
29,148451,13,1,2,1
27,141347,4,0,1,1
24,72714,9,2,2,1
18,87035,5,0,3,1
53,43814,9,1,1,0
38,44089,10,2,3,0
54,93162,5,0,1,1
41,75831,9,1,2,1
42,52746,13,0,3,0
24,101673,19,0,1,1
59,71940,2,2,1,0
34,106796,6,1,3,1
46,56476,1,0,2,0
47,46283,6,1,3,0
24,21769,16,2,1,0
50,62278,12,2,3,1
24,66994,8,2,3,1
41,82898,12,1,2,1
28,35634,14,1,2,0
26,125035,12,0,3,1
29,146259,16,1,2,1
52,30965,7,2,2,0
21,47566,8,0,1,0
53,72196,8,1,2,1
45,118679,7,2,3,1
30,68285,15,2,3,1
40,75499,19,0,1,1
36,39420,6,2,1,0
59,45236,16,1,1,0
54,26218,6,2,3,0
56,144283,5,0,3,1
41,69892,4,2,2,1
33,94031,16,2,1,1
50,119389,7,1,2,1
29,84057,0,1,2,0
51,98609,15,1,3,1
24,96907,16,1,2,1
28,103130,2,2,1,0
48,31226,12,1,1,0
46,143108,7,2,3,1
30,72271,15,1,3,1
48,30046,6,1,3,0
19,134955,14,1,1,1
56,137462,1,2,3,0
32,129345,1,1,1,0
28,57117,9,2,2,0
51,149980,4,1,3,1
56,24965,3,1,3,0
21,79478,14,0,3,1
28,131796,12,1,1,1
46,98872,16,2,2,1
19,77277,0,0,3,0
33,105379,17,2,2,1
56,79613,14,2,3,1
30,37373,13,0,1,0
54,65452,8,1,2,1
34,70089,11,0,2,1
38,26654,4,2,3,0
36,51280,1,1,2,0
24,76141,6,0,1,1
55,143319,8,2,2,1
25,125646,17,1,2,1
30,107943,3,2,2,1
54,87894,1,1,2,0
19,46583,0,1,3,0
58,138033,11,0,3,1
28,114242,12,1,2,1
41,26360,13,2,2,0
23,73968,4,1,1,1
43,23743,2,2,3,0
24,27159,3,1,3,0
56,52151,16,1,3,0
36,20518,18,0,2,0
23,36652,10,1,3,0
46,98461,7,1,1,1
56,133114,11,2,1,1
19,134543,17,2,1,1
36,140132,17,2,1,1
21,91011,8,1,1,1
23,122489,4,2,3,1
54,123465,16,2,2,1
45,62348,12,1,2,1
47,95422,5,2,2,1
24,97001,13,0,2,1
26,144269,14,0,3,1
42,138553,13,2,3,1
50,96757,3,2,3,1
18,44395,17,2,1,0
23,22335,0,1,2,0
35,121978,11,0,3,1
27,90112,8,0,3,1
45,133276,9,2,3,1
28,20500,17,2,2,0
50,144541,16,1,2,1
18,112211,18,1,1,1
30,28083,3,0,1,0
54,126598,15,1,1,1
37,101256,6,0,2,1
18,25543,8,2,1,0
20,137434,7,2,1,1
35,88812,6,0,3,1
58,72237,9,2,2,1
31,116171,7,1,1,1
48,140423,16,2,1,1
44,109716,11,2,2,1
34,26613,13,0,1,0
46,130033,11,1,2,1
53,86863,1,1,2,0
54,60540,11,2,2,1
43,96202,13,2,1,1
34,46255,6,1,1,0
39,149133,12,1,1,1
42,105666,3,0,2,1
19,42068,0,2,1,0
39,69057,16,2,3,1
22,38946,2,1,2,0
21,40547,16,0,1,0
53,105237,7,1,2,1
23,137124,2,2,1,0
38,25769,9,2,2,0
30,44883,1,2,3,0
54,81340,3,2,2,1
42,99199,13,0,2,1
43,124222,10,2,2,1
56,135777,13,1,1,1
37,122859,12,0,2,1
50,55162,3,0,1,0
31,108388,1,2,2,0
53,105924,1,0,1,0
34,53434,10,2,1,0
38,42102,4,0,1,0
33,41536,8,0,1,0
33,97891,19,1,2,1
37,87770,16,1,2,1
46,124639,11,1,1,1
